Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
OHX26PCS,Loss of Attachment: Lower right lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27CJA,Loss of Attachment: Lower right cuspid (C) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27CJD,Loss of Attachment: Lower right cuspid (C) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27CJL,Loss of Attachment: Lower right cuspid (C) mid- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27CJM,Loss of Attachment: Lower right cuspid (C) mid-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27CJP,Loss of Attachment: Lower right cuspid (C) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27CJS,Loss of Attachment: Lower right cuspid (C) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27LAA,Loss of Attachment: Lower right cuspid (C) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27LAD,Loss of Attachment: Lower right cuspid (C) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27LAL,Loss of Attachment: Lower right cuspid (C) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27LAM,Loss of Attachment: Lower right cuspid (C) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27LAP,Loss of Attachment: Lower right cuspid (C) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27LAS,Loss of Attachment: Lower right cuspid (C) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27PCA,Loss of Attachment: Lower right cuspid (C) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27PCD,Loss of Attachment: Lower right cuspid (C) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27PCL,Loss of Attachment: Lower right lateral incisor (LI) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27PCM,Loss of Attachment: Lower right cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27PCP,Loss of Attachment: Lower right cuspid (C) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX27PCS,Loss of Attachment: Lower right cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28CJA,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28CJD,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28CJL,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28CJM,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28CJP,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28CJS,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28LAA,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28LAD,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28LAL,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28LAM,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28LAP,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28LAS,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28PCA,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28PCD,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28PCL,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28PCM,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28PCP,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX28PCS,Loss of Attachment: Lower right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29CJA,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29CJD,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29CJL,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29CJM,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29CJP,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29CJS,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29LAA,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29LAD,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29LAL,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29LAM,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29LAP,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29LAS,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29PCA,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29PCD,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29PCL,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29PCM,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29PCP,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX29PCS,Loss of Attachment: Lower right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30CJA,Loss of Attachment: Lower right 1st molar (1M) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30CJD,Loss of Attachment: Lower right 1st molar (1M) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30CJL,Loss of Attachment: Lower right 1st molar (1M) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30CJM,Loss of Attachment: Lower right 1st molar (1M) mid-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30CJP,Loss of Attachment: Lower right 1st molar (1M) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30CJS,Loss of Attachment: Lower right 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30LAA,Loss of Attachment: Lower right 1st molar (1M) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30LAD,Loss of Attachment: Lower right 1st molar (1M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30LAL,Loss of Attachment: Lower right 1st molar (1M) mid- lingual - LCalculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30LAM,Loss of Attachment: Lower right 1st molar (1M) mid-facial - LCalculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30LAP,Loss of Attachment: Lower right 1st molar (1M) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30LAS,Loss of Attachment: Lower right 1st molar (1M) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30PCA,Loss of Attachment: Lower right 1st molar (1M) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30PCD,Loss of Attachment: Lower right 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30PCL,Loss of Attachment: Lower right 1st molar (1M) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30PCM,Loss of Attachment: Lower right 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30PCP,Loss of Attachment: Lower right 1st molar (1M) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX30PCS,Loss of Attachment: Lower right 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31CJA,Loss of Attachment: Lower right 2nd molar (2M) mesio- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31CJD,Loss of Attachment: Lower right 2nd molar (2M) distal - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31CJL,Loss of Attachment: Lower right 2nd molar (2M) mid- lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31CJM,Loss of Attachment: Lower right 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31CJP,Loss of Attachment: Lower right 2nd molar (2M) distal - lingual - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31CJS,Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31LAA,Loss of Attachment: Lower right 2nd molar (2M) mesio-lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31LAD,Loss of Attachment: Lower right 2nd molar (2M) distal - Calculation of : (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31LAL,Loss of Attachment: Lower right 2nd molar (2M) mid- lingual - Calculation of: (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31LAM,Loss of Attachment: Lower right 2nd molar (2M) mid-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31LAP,Loss of Attachment: Lower right 2nd molar (2M) distal - lingual - Calculation of: (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31LAS,Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - Calculation of : (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31PCA,Loss of Attachment: Lower right 2nd molar (2M) mesio- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31PCD,Loss of Attachment: Lower right 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31PCL,Loss of Attachment: Lower right 2nd molar (2M) mid- lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31PCM,Loss of Attachment: Lower right 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31PCP,Loss of Attachment: Lower right 2nd molar (2M) distal - lingual - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHX31PCS,Loss of Attachment: Lower right 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm),OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
SEQN,Respondent sequence number.,OHXPER_H,Oral Health - Periodontal,2013,2014,Examination,None
OHAPOS,Was the SP in a recumbent (laying down) position for all eligible assessments of the oral health exam?,OHXREF_H,Oral Health - Recommendation of Care,2013,2014,Examination,None
OHAREC,Overall recommendation for care,OHXREF_H,Oral Health - Recommendation of Care,2013,2014,Examination,None
OHARNF,No significant findings,OHXREF_H,Oral Health - Recommendation of Care,2013,2014,Examination,None
OHAROCCI,Clinical impression of soft tissue condition,OHXREF_H,Oral Health - Recommendation of Care,2013,2014,Examination,None
OHAROCDE,Denture/Partial Denture/Plates,OHXREF_H,Oral Health - Recommendation of Care,2013,2014,Examination,None
OHAROCDT,Decayed teeth,OHXREF_H,Oral Health - Recommendation of Care,2013,2014,Examination,None
OHAROCGP,Gum disease/problem,OHXREF_H,Oral Health - Recommendation of Care,2013,2014,Examination,None
OHAROCOH,Oral hygiene,OHXREF_H,Oral Health - Recommendation of Care,2013,2014,Examination,None
OHAROTH,Some other finding (specify w/referral letter),OHXREF_H,Oral Health - Recommendation of Care,2013,2014,Examination,None
OHDEXSTS,Overall Oral Health Exam Status,OHXREF_H,Oral Health - Recommendation of Care,2013,2014,Examination,None
OHDRCSTS,Recommendation Care Status Code,OHXREF_H,Oral Health - Recommendation of Care,2013,2014,Examination,None
SEQN,Respondent sequence number.,OHXREF_H,Oral Health - Recommendation of Care,2013,2014,Examination,None
FCX02DI,Fluorosis Deans Index: Upper right 2nd molar (2M),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX03DI,Fluorosis Deans Index: Upper right 1st molar (1M),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX04DI,Fluorosis Deans Index: Upper right 2nd bicuspid/2nd primary molar (2B),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX05DI,Fluorosis Deans Index: Upper right 1st bicuspid/1st primary molar (1B),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX06DI,Fluorosis Deans Index: Upper right cuspid (C),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX07DI,Fluorosis Deans Index: Upper right lateral incisor (LI),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX08DI,Fluorosis Deans Index: Upper right central incisor (CI),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX09DI,Fluorosis Deans Index: Upper left central incisor (CI),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX10DI,Fluorosis Deans Index: Upper left lateral incisor (LI),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX11DI,Fluorosis Deans Index: Upper left cuspid (C),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX12DI,Fluorosis Deans Index: Upper left 1st bicuspid/1st primary molar (1B),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX13DI,Fluorosis Deans Index: Upper left 2nd bicuspid/2nd primary molar (2B),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX14DI,Fluorosis Deans Index: Upper left 1st molar (1M),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX15DI,Fluorosis Deans Index: Upper left 2nd molar (2M),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX18DI,Fluorosis Deans Index: Lower left 2nd molar (2M),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX19DI,Fluorosis Deans Index: Lower left 1st molar (1M),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX20DI,Fluorosis Deans Index: Lower left 2nd bicuspid/2nd primary molar (2B),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX21DI,Fluorosis Deans Index: Lower left 1st bicuspid/1st primary molar (1B),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX22DI,Fluorosis Deans Index: Lower left cuspid (C),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX23DI,Fluorosis Deans Index: Lower left lateral incisor (LI),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX24DI,Fluorosis Deans Index: Lower left central incisor (CI),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX25DI,Fluorosis Deans Index: Lower right central incisor (CI),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX26DI,Fluorosis Deans Index: Lower right lateral incisor (LI),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX27DI,Fluorosis Deans Index: Lower right cuspid (C),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX28DI,Fluorosis Deans Index: Lower right 1st bicuspid/1st primary molar (1B),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX29DI,Fluorosis Deans Index: Lower right 2nd bicuspid/2nd primary molar (2B),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX30DI,Fluorosis Deans Index: Lower right 1st molar (1M),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
FCX31DI,Fluorosis Deans Index: Lower right 2nd molar (2M),FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
SEQN,Respondent sequence number.,FLXCLN_H,Fluorosis - Clinical,2013,2014,Examination,None
DXDAACST,Abdominal Aortic Calcification Status,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAAC24,AAC Total 24 Score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAAC8,AAC Total 8 Score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAACTV,AAC total invalidity code,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAC8AN,AAC Aneterior 8 score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAC8PO,AAC Posterior 8 score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL1,AAC L1 Posterior score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL1AN,AAC L1 Anterior score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL1CC,AAC L1 invalidity code,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL2,AAC L2 Posterior score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL2AN,AAC L2 Anterior score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL2CC,AAC L2 invalidity code,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL3,AAC L3 Posterior score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL3AN,AAC L3 Anterior score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL3CC,AAC L3 invalidity code,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL4,AAC L4 Posterior score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL4AN,AAC L4 Anterior score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL4CC,AAC L4 invalidity code,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXXAL4MD,AAC L4 mid score,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
SEQN,Respondent sequence number.,DXXAAC_H,Dual-Energy X-ray Absorptiometry - Abdominal Aortic Calcification,2013,2014,Examination,None
DXDLSPST,IVA lateral spine scan status,DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
DXXANIDX,Num of the vertebra from 0 (T4) to 12 (L4),DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
DXXANTEH,Anterior height of the vertebra,DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
DXXBICDE,Percentage of biconcave deformity,DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
DXXBICRT,Amount of biconcave,DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
DXXCRUDE,Percentage of UCSF crush deformity,DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
DXXCRURT,Amount of UCSF crush,DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
DXXIAX,x-coordinate of inferior anterior point,DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
DXXIAY,y-coordinate of inferior anterior point,DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
DXXIMX,x-coordinate of inferior mid point,DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
DXXIMY,y-coordinate of inferior mid point,DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
DXXINITX,x-coordinate used as center point,DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
DXXINITY,y-coordinate used as center point,DXXT4_H,Dual-Energy X-ray Absorptiometry - T4 Vertebrae Morphology,2013,2014,Examination,None
