Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
VSTRA,Variance stratum,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
VSTRABRR,Variance stratum for use with BRR weights,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
VSTRABRR,Variance stratum for use with BRR weights,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB01,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 01,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB01,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 01,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB02,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 02,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB02,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 02,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB03,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 03,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB03,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 03,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB04,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 04,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB04,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 04,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB05,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 05,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB05,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 05,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB06,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 06,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB06,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 06,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB07,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 07,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB07,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 07,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB08,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 08,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB08,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 08,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB09,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 09,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB09,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 09,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB10,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 10,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB10,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 10,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB11,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 11,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB11,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 11,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB12,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 12,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB12,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 12,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB13,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 13,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB13,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 13,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB14,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 14,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB14,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 14,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB15,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 15,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB15,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 15,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB16,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 16,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB16,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 16,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR,1 year urine weight,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR,1 year urine weight,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR01,1 year urine weight: Jackknife replicate weight 01,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR01,1 year urine weight: Jackknife replicate weight 01,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR02,1 year urine weight: Jackknife replicate weight 02,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR02,1 year urine weight: Jackknife replicate weight 02,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR03,1 year urine weight: Jackknife replicate weight 03,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR03,1 year urine weight: Jackknife replicate weight 03,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR04,1 year urine weight: Jackknife replicate weight 04,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR04,1 year urine weight: Jackknife replicate weight 04,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR05,1 year urine weight: Jackknife replicate weight 05,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR05,1 year urine weight: Jackknife replicate weight 05,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR06,1 year urine weight: Jackknife replicate weight 06,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR06,1 year urine weight: Jackknife replicate weight 06,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR07,1 year urine weight: Jackknife replicate weight 07,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR07,1 year urine weight: Jackknife replicate weight 07,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR08,1 year urine weight: Jackknife replicate weight 08,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR08,1 year urine weight: Jackknife replicate weight 08,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR09,1 year urine weight: Jackknife replicate weight 09,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR09,1 year urine weight: Jackknife replicate weight 09,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR10,1 year urine weight: Jackknife replicate weight 10,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR10,1 year urine weight: Jackknife replicate weight 10,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR11,1 year urine weight: Jackknife replicate weight 11,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR11,1 year urine weight: Jackknife replicate weight 11,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR12,1 year urine weight: Jackknife replicate weight 12,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR12,1 year urine weight: Jackknife replicate weight 12,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR13,1 year urine weight: Jackknife replicate weight 13,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR13,1 year urine weight: Jackknife replicate weight 13,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR14,1 year urine weight: Jackknife replicate weight 14,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR14,1 year urine weight: Jackknife replicate weight 14,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR15,1 year urine weight: Jackknife replicate weight 15,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR15,1 year urine weight: Jackknife replicate weight 15,HUKM_H_R,Kidney Markers - Home Urine Collection,2014,2014,Laboratory,RDC Only
SEQN,Respondent sequence number,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
SEQN,Respondent sequence number,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDCLELC,"Chloride, Urine PM Comment Code",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDCLELC,"Chloride, Urine PM Comment Code",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDCLMLC,"Chloride, Urine AM Comment Code",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDCLMLC,"Chloride, Urine AM Comment Code",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDAYE,Day of the Week (PM Collection),HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDAYE,Day of the Week (PM Collection),HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDAYM,Day of the Week (AM Collection),HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDAYM,Day of the Week (AM Collection),HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDBUHE,,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDBUHE,,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDBUHM,Number of days between the day of the morning home urine collection and the first 24-hour urine collection,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDDBUHM,Number of days between the day of the morning home urine collection and the first 24-hour urine collection,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDHCSTS,HUC Status Code,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDHCSTS,HUC Status Code,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDHVOLE,Volume of PM Collections,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDHVOLE,Volume of PM Collections,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDHVOLM,Volume of AM Collections,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDHVOLM,Volume of AM Collections,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDKELC,"Potassium, Urine PM Comment Code",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDKELC,"Potassium, Urine PM Comment Code",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDKMLC,"Potassium, Urine AM Comment Code",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDKMLC,"Potassium, Urine AM Comment Code",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDNAELC,"Sodium, Urine PM Comment Code",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDNAELC,"Sodium, Urine PM Comment Code",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDNAMLC,"Sodium, Urine AM Comment Code",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URDNAMLC,"Sodium, Urine AM Comment Code",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCLE,"Chloride, Urine PM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCLE,"Chloride, Urine PM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCLESI,"Chloride, Urine PM Collection (mmol/L)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCLESI,"Chloride, Urine PM Collection (mmol/L)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCLM,"Chloride, Urine AM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCLM,"Chloride, Urine AM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCLMSI,"Chloride, Urine AM Collection (mmol/L)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCLMSI,"Chloride, Urine AM Collection (mmol/L)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCRE,"Creatinine, Urine PM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCRE,"Creatinine, Urine PM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCRM,"Creatinine, Urine AM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHCRM,"Creatinine, Urine AM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHKE,"Potassium, Urine PM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHKE,"Potassium, Urine PM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHKESI,"Potassium, Urine PM Collection (mmol/L)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHKESI,"Potassium, Urine PM Collection (mmol/L)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHKM,"Potassium, Urine AM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHKM,"Potassium, Urine AM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHKMSI,"Potassium, Urine AM Collection (mmol/L)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHKMSI,"Potassium, Urine AM Collection (mmol/L)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHNAE,"Sodium, Urine PM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHNAE,"Sodium, Urine PM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHNAESI,"Sodium, Urine PM Collection (mmol/L)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHNAESI,"Sodium, Urine PM Collection (mmol/L)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHNAM,"Sodium, Urine AM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHNAM,"Sodium, Urine AM Collection (mg/dL)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHNAMSI,"Sodium, Urine AM Collection (mmol/L)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
URHNAMSI,"Sodium, Urine AM Collection (mmol/L)",HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
VPSU,Variance primary sampling unit (PSU),HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
VPSU,Variance primary sampling unit (PSU),HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
VPSUBRR,Variance PSU for use with BRR weights,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
VPSUBRR,Variance PSU for use with BRR weights,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
VSTRA,Variance stratum,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
VSTRA,Variance stratum,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
VSTRABRR,Variance stratum for use with BRR weights,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
VSTRABRR,Variance stratum for use with BRR weights,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB01,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 01,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB01,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 01,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB02,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 02,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB02,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 02,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB03,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 03,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB03,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 03,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB04,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 04,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB04,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 04,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB05,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 05,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB05,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 05,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB06,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 06,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB06,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 06,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB07,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 07,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB07,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 07,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB08,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 08,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB08,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 08,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB09,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 09,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB09,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 09,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB10,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 10,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB10,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 10,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB11,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 11,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB11,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 11,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB12,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 12,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB12,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 12,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB13,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 13,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB13,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 13,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB14,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 14,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB14,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 14,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB15,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 15,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB15,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 15,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB16,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 16,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUB16,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 16,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR,1 year urine weight,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR,1 year urine weight,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR01,1 year urine weight: Jackknife replicate weight 01,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR01,1 year urine weight: Jackknife replicate weight 01,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR02,1 year urine weight: Jackknife replicate weight 02,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR02,1 year urine weight: Jackknife replicate weight 02,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR03,1 year urine weight: Jackknife replicate weight 03,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR03,1 year urine weight: Jackknife replicate weight 03,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR04,1 year urine weight: Jackknife replicate weight 04,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR04,1 year urine weight: Jackknife replicate weight 04,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR05,1 year urine weight: Jackknife replicate weight 05,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR05,1 year urine weight: Jackknife replicate weight 05,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR06,1 year urine weight: Jackknife replicate weight 06,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR06,1 year urine weight: Jackknife replicate weight 06,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR07,1 year urine weight: Jackknife replicate weight 07,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR07,1 year urine weight: Jackknife replicate weight 07,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR08,1 year urine weight: Jackknife replicate weight 08,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR08,1 year urine weight: Jackknife replicate weight 08,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR09,1 year urine weight: Jackknife replicate weight 09,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR09,1 year urine weight: Jackknife replicate weight 09,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
WT1YUR10,1 year urine weight: Jackknife replicate weight 10,HULT_H_R,Electrolytes - Home Urine Collection,2014,2014,Laboratory,RDC Only
